No,Rank,Gender,Flavor,Juiciness,Tenderness,Umami,Palability,Marbling,Color,Texture,Surface Moisture,Total,Name,2,3,1+,1++
70153,1+,steer,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070153.jpg,0,0,1,0
70157,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_070157.jpg,0,0,1,0
70160,1+,steer,4.0,3.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070160.jpg,0,0,1,0
70170,1+,steer,3.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,4.0,3.0,QC_cow_segmentation_1+_070170.jpg,0,0,1,0
70175,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070175.jpg,0,0,1,0
70188,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070188.jpg,0,0,1,0
70191,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,QC_cow_segmentation_1+_070191.jpg,0,0,1,0
70222,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070222.jpg,0,0,1,0
70235,1+,steer,2.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070235.jpg,0,0,1,0
70237,1+,steer,5.0,5.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,QC_cow_segmentation_1+_070237.jpg,0,0,1,0
70243,1+,steer,5.0,3.0,2.0,4.0,3.0,2.0,4.0,5.0,3.0,4.0,QC_cow_segmentation_1+_070243.jpg,0,0,1,0
70246,1+,steer,4.0,2.0,1.0,4.0,3.0,2.0,5.0,5.0,3.0,4.0,QC_cow_segmentation_1+_070246.jpg,0,0,1,0
70251,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070251.jpg,0,0,1,0
70253,1+,steer,2.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,QC_cow_segmentation_1+_070253.jpg,0,0,1,0
70258,1+,steer,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,QC_cow_segmentation_1+_070258.jpg,0,0,1,0
70259,1+,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070259.jpg,0,0,1,0
70263,1+,steer,3.0,3.0,3.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070263.jpg,0,0,1,0
70306,1+,female,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,QC_cow_segmentation_1+_070306.jpg,0,0,1,0
70310,1+,steer,3.0,1.0,1.0,2.0,2.0,1.0,4.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070310.jpg,0,0,1,0
70315,1+,steer,1.0,2.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,QC_cow_segmentation_1+_070315.jpg,0,0,1,0
70318,1+,female,4.0,3.0,2.0,3.0,2.0,2.0,4.0,4.0,2.0,3.0,QC_cow_segmentation_1+_070318.jpg,0,0,1,0
70320,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070320.jpg,0,0,1,0
70324,1+,steer,3.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,QC_cow_segmentation_1+_070324.jpg,0,0,1,0
70327,1+,steer,3.0,4.0,5.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,QC_cow_segmentation_1+_070327.jpg,0,0,1,0
70335,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,QC_cow_segmentation_1+_070335.jpg,0,0,1,0
70348,1+,female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070348.jpg,0,0,1,0
70365,1+,steer,3.0,2.0,3.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070365.jpg,0,0,1,0
70384,1+,steer,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070384.jpg,0,0,1,0
70386,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070386.jpg,0,0,1,0
70388,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070388.jpg,0,0,1,0
70391,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070391.jpg,0,0,1,0
70396,1+,female,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070396.jpg,0,0,1,0
70408,1+,steer,3.0,4.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070408.jpg,0,0,1,0
70422,1+,steer,4.0,4.0,4.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,QC_cow_segmentation_1+_070422.jpg,0,0,1,0
70428,1+,steer,4.0,3.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,QC_cow_segmentation_1+_070428.jpg,0,0,1,0
70446,1+,steer,4.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,QC_cow_segmentation_1+_070446.jpg,0,0,1,0
70455,1+,steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070455.jpg,0,0,1,0
70462,1+,steer,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070462.jpg,0,0,1,0
70469,1+,steer,3.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070469.jpg,0,0,1,0
70478,1+,steer,3.0,2.0,3.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070478.jpg,0,0,1,0
70480,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070480.jpg,0,0,1,0
70492,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070492.jpg,0,0,1,0
70506,1+,female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070506.jpg,0,0,1,0
70553,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070553.jpg,0,0,1,0
70554,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070554.jpg,0,0,1,0
70555,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070555.jpg,0,0,1,0
70565,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070565.jpg,0,0,1,0
70585,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070585.jpg,0,0,1,0
70587,1+,steer,4.0,4.0,3.0,3.0,3.0,1.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070587.jpg,0,0,1,0
70597,1+,steer,4.0,4.0,3.0,3.0,3.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070597.jpg,0,0,1,0
70598,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070598.jpg,0,0,1,0
70604,1+,female,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070604.jpg,0,0,1,0
70606,1+,female,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070606.jpg,0,0,1,0
70619,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070619.jpg,0,0,1,0
70622,1+,steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_070622.jpg,0,0,1,0
70626,1+,steer,4.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070626.jpg,0,0,1,0
70630,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070630.jpg,0,0,1,0
70632,1+,steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_070632.jpg,0,0,1,0
70642,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070642.jpg,0,0,1,0
70643,1+,steer,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_070643.jpg,0,0,1,0
70650,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070650.jpg,0,0,1,0
70651,1+,steer,4.0,3.0,4.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,QC_cow_segmentation_1+_070651.jpg,0,0,1,0
70670,1+,steer,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,3.0,3.0,QC_cow_segmentation_1+_070670.jpg,0,0,1,0
70676,1+,steer,2.0,2.0,2.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070676.jpg,0,0,1,0
70681,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070681.jpg,0,0,1,0
70689,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070689.jpg,0,0,1,0
70702,1+,female,3.0,2.0,2.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070702.jpg,0,0,1,0
70711,1+,steer,2.0,3.0,3.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070711.jpg,0,0,1,0
70716,1+,female,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070716.jpg,0,0,1,0
70718,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070718.jpg,0,0,1,0
70722,1+,steer,4.0,2.0,3.0,3.0,3.0,1.0,4.0,5.0,2.0,2.0,QC_cow_segmentation_1+_070722.jpg,0,0,1,0
70731,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070731.jpg,0,0,1,0
70733,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070733.jpg,0,0,1,0
70744,1+,female,3.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070744.jpg,0,0,1,0
70747,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070747.jpg,0,0,1,0
70748,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070748.jpg,0,0,1,0
70758,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,QC_cow_segmentation_1+_070758.jpg,0,0,1,0
70759,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070759.jpg,0,0,1,0
70762,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070762.jpg,0,0,1,0
70770,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070770.jpg,0,0,1,0
70771,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070771.jpg,0,0,1,0
70783,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070783.jpg,0,0,1,0
70793,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070793.jpg,0,0,1,0
70809,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070809.jpg,0,0,1,0
70810,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070810.jpg,0,0,1,0
70818,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070818.jpg,0,0,1,0
70819,1+,steer,2.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070819.jpg,0,0,1,0
70820,1+,steer,3.0,4.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070820.jpg,0,0,1,0
70826,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070826.jpg,0,0,1,0
70831,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070831.jpg,0,0,1,0
70859,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070859.jpg,0,0,1,0
70872,1+,steer,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070872.jpg,0,0,1,0
70879,1+,steer,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,QC_cow_segmentation_1+_070879.jpg,0,0,1,0
70881,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_070881.jpg,0,0,1,0
70883,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_070883.jpg,0,0,1,0
70899,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_070899.jpg,0,0,1,0
70917,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070917.jpg,0,0,1,0
70930,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070930.jpg,0,0,1,0
70942,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070942.jpg,0,0,1,0
70944,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_070944.jpg,0,0,1,0
70945,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070945.jpg,0,0,1,0
70954,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_070954.jpg,0,0,1,0
70960,1+,steer,4.0,3.0,4.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_070960.jpg,0,0,1,0
70966,1+,steer,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_1+_070966.jpg,0,0,1,0
70980,1+,steer,2.0,4.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_1+_070980.jpg,0,0,1,0
71004,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071004.jpg,0,0,1,0
71010,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071010.jpg,0,0,1,0
71016,1+,steer,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071016.jpg,0,0,1,0
71018,1+,female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071018.jpg,0,0,1,0
71035,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071035.jpg,0,0,1,0
71044,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071044.jpg,0,0,1,0
71049,1+,female,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071049.jpg,0,0,1,0
71050,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071050.jpg,0,0,1,0
71094,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071094.jpg,0,0,1,0
71096,1+,steer,4.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071096.jpg,0,0,1,0
71104,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071104.jpg,0,0,1,0
71120,1+,female,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071120.jpg,0,0,1,0
71138,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071138.jpg,0,0,1,0
71139,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071139.jpg,0,0,1,0
71155,1+,steer,4.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071155.jpg,0,0,1,0
71166,1+,steer,2.0,3.0,3.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071166.jpg,0,0,1,0
71188,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071188.jpg,0,0,1,0
71195,1+,steer,3.0,3.0,3.0,2.0,2.0,1.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071195.jpg,0,0,1,0
71202,1+,steer,3.0,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071202.jpg,0,0,1,0
71214,1+,steer,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071214.jpg,0,0,1,0
71216,1+,steer,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071216.jpg,0,0,1,0
71221,1+,steer,3.0,4.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071221.jpg,0,0,1,0
71233,1+,steer,3.0,4.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071233.jpg,0,0,1,0
71247,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071247.jpg,0,0,1,0
71264,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071264.jpg,0,0,1,0
71270,1+,steer,3.0,4.0,3.0,2.0,2.0,3.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071270.jpg,0,0,1,0
71276,1+,steer,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071276.jpg,0,0,1,0
71283,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071283.jpg,0,0,1,0
71284,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071284.jpg,0,0,1,0
71286,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071286.jpg,0,0,1,0
71292,1+,steer,3.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071292.jpg,0,0,1,0
71296,1+,steer,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071296.jpg,0,0,1,0
71308,1+,steer,2.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,3.0,3.0,QC_cow_segmentation_1+_071308.jpg,0,0,1,0
71321,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071321.jpg,0,0,1,0
71328,1+,steer,2.0,4.0,3.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,QC_cow_segmentation_1+_071328.jpg,0,0,1,0
71330,1+,steer,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071330.jpg,0,0,1,0
71332,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071332.jpg,0,0,1,0
71336,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071336.jpg,0,0,1,0
71341,1+,steer,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071341.jpg,0,0,1,0
71343,1+,steer,3.0,3.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071343.jpg,0,0,1,0
71346,1+,steer,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071346.jpg,0,0,1,0
71349,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071349.jpg,0,0,1,0
71377,1+,steer,4.0,3.0,3.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071377.jpg,0,0,1,0
71390,1+,steer,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071390.jpg,0,0,1,0
71395,1+,steer,3.0,2.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071395.jpg,0,0,1,0
71399,1+,steer,3.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071399.jpg,0,0,1,0
71407,1+,steer,3.0,2.0,4.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071407.jpg,0,0,1,0
71423,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071423.jpg,0,0,1,0
71432,1+,female,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071432.jpg,0,0,1,0
71475,1+,steer,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071475.jpg,0,0,1,0
71476,1+,steer,3.0,4.0,4.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071476.jpg,0,0,1,0
71484,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071484.jpg,0,0,1,0
71491,1+,steer,3.0,4.0,3.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071491.jpg,0,0,1,0
71492,1+,female,3.0,4.0,4.0,2.0,2.0,2.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071492.jpg,0,0,1,0
71505,1+,steer,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071505.jpg,0,0,1,0
71513,1+,steer,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071513.jpg,0,0,1,0
71514,1+,steer,4.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071514.jpg,0,0,1,0
71520,1+,steer,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071520.jpg,0,0,1,0
71537,1+,steer,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071537.jpg,0,0,1,0
71544,1+,steer,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071544.jpg,0,0,1,0
71548,1+,steer,3.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071548.jpg,0,0,1,0
71549,1+,steer,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,2.0,2.0,QC_cow_segmentation_1+_071549.jpg,0,0,1,0
71554,1+,steer,4.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,3.0,QC_cow_segmentation_1+_071554.jpg,0,0,1,0
71559,1+,steer,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071559.jpg,0,0,1,0
71563,1+,steer,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071563.jpg,0,0,1,0
71570,1+,female,3.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,4.0,4.0,QC_cow_segmentation_1+_071570.jpg,0,0,1,0
71577,1+,steer,4.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071577.jpg,0,0,1,0
71594,1+,steer,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071594.jpg,0,0,1,0
71598,1+,steer,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,QC_cow_segmentation_1+_071598.jpg,0,0,1,0
71599,1+,female,3.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,QC_cow_segmentation_1+_071599.jpg,0,0,1,0
71605,1+,female,3.0,3.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071605.jpg,0,0,1,0
71618,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071618.jpg,0,0,1,0
71619,1+,steer,3.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,QC_cow_segmentation_1+_071619.jpg,0,0,1,0
